Area Code,Budget COGS,Budget Margin,Budget Profit,Budget Sales,COGS,Profit Ratio,BeforeToday,Variance from Budget Sales,% to Budget Sales,header-trend,header-Variance,Date,Inventory,Margin,Market Size,Market,Marketing,Number of Records,Product Line,Product Type,Product,Profit,Sales,State,Total Expenses,Type,header-YoY % Change
405,$50,$70,$50,$120,$43,40.82%,True,-18.33%,81.67%,YTD by Month,Variance from Plan,6/1/2013,597,$56,Small Market,South,$14,1,Beans,Coffee,Colombian,$40,$98,Oklahoma,$25,Regular,YoY % +/-
225,$40,$70,$10,$110,$53,-3.15%,True,15.45%,115.45%,YTD by Month,Variance from Plan,6/1/2013,-267,$75,Small Market,South,$48,1,Beans,Espresso,Caffe Latte,($4),$127,Louisiana,$73,Regular,YoY % +/-
505,$30,$30,$0,$60,$35,-5.19%,True,28.33%,128.33%,YTD by Month,Variance from Plan,6/1/2013,-180,$43,Small Market,South,$13,1,Beans,Espresso,Caffe Latte,($4),$77,New Mexico,$43,Regular,YoY % +/-
405,$100,$140,$100,$240,$118,51.97%,True,16.25%,116.25%,YTD by Month,Variance from Plan,6/1/2013,-660,$164,Small Market,South,$36,1,Beans,Espresso,Caffe Latte,$145,$279,Oklahoma,$55,Regular,YoY % +/-
337,$40,$60,$40,$100,$47,45.97%,True,24.00%,124.00%,YTD by Month,Variance from Plan,6/1/2013,371,$78,Small Market,South,$14,1,Beans,Espresso,Caffe Mocha,$57,$124,Louisiana,$34,Regular,YoY % +/-
505,$40,$60,$0,$100,$52,-3.23%,True,24.00%,124.00%,YTD by Month,Variance from Plan,6/1/2013,313,$73,Small Market,South,$47,1,Beans,Espresso,Caffe Mocha,($4),$124,New Mexico,$71,Regular,YoY % +/-
918,$10,$20,$20,$30,$18,31.82%,True,46.67%,146.67%,YTD by Month,Variance from Plan,6/1/2013,478,$26,Small Market,South,$5,1,Beans,Espresso,Caffe Mocha,$14,$44,Oklahoma,$15,Regular,YoY % +/-
503,$50,$80,$30,$130,$44,-7.55%,True,-18.46%,81.54%,YTD by Month,Variance from Plan,6/1/2013,496,$63,Small Market,West,$40,1,Beans,Coffee,Amaretto,($8),$106,Oregon,$64,Regular,YoY % +/-
435,$80,$90,$60,$170,$65,35.46%,True,-17.06%,82.94%,YTD by Month,Variance from Plan,6/1/2013,"1,042",$77,Small Market,West,$20,1,Beans,Coffee,Amaretto,$50,$141,Utah,$38,Regular,YoY % +/-
702,$40,$60,$20,$100,$36,0.00%,True,-19.00%,81.00%,YTD by Month,Variance from Plan,6/1/2013,236,$46,Small Market,West,$13,1,Beans,Coffee,Colombian,$0,$81,Nevada,$43,Regular,YoY % +/-
503,$50,$90,$40,$140,$47,5.41%,True,-20.71%,79.29%,YTD by Month,Variance from Plan,6/1/2013,456,$65,Small Market,West,$15,1,Beans,Coffee,Colombian,$6,$111,Oregon,$57,Regular,YoY % +/-
435,$50,$80,$50,$130,$46,24.30%,True,-17.69%,82.31%,YTD by Month,Variance from Plan,6/1/2013,367,$62,Small Market,West,$15,1,Beans,Coffee,Colombian,$26,$107,Utah,$40,Regular,YoY % +/-
206,$90,$150,$110,$240,$79,47.64%,True,-20.42%,79.58%,YTD by Month,Variance from Plan,6/1/2013,425,$114,Small Market,West,$25,1,Beans,Coffee,Colombian,$91,$191,Washington,$45,Regular,YoY % +/-
775,$0,$40,$30,$40,$0,100.00%,True,7.50%,107.50%,YTD by Month,Variance from Plan,6/1/2013,602,$43,Small Market,West,$0,1,Beans,Espresso,Caffe Latte,$43,$43,Nevada,$11,Regular,YoY % +/-
971,$40,$70,$30,$110,$51,13.16%,True,3.64%,103.64%,YTD by Month,Variance from Plan,6/1/2013,396,$64,Small Market,West,$19,1,Beans,Espresso,Caffe Latte,$15,$114,Oregon,$49,Regular,YoY % +/-
435,$30,$50,$40,$80,$36,48.86%,True,10.00%,110.00%,YTD by Month,Variance from Plan,6/1/2013,828,$53,Small Market,West,$10,1,Beans,Espresso,Caffe Latte,$43,$88,Utah,$20,Regular,YoY % +/-
509,$40,$60,$40,$100,$48,43.12%,True,9.00%,109.00%,YTD by Month,Variance from Plan,6/1/2013,593,$62,Small Market,West,$15,1,Beans,Espresso,Caffe Latte,$47,$109,Washington,$26,Regular,YoY % +/-
702,$20,$30,$20,$50,$23,43.86%,True,14.00%,114.00%,YTD by Month,Variance from Plan,6/1/2013,843,$35,Small Market,West,$6,1,Beans,Espresso,Caffe Mocha,$25,$57,Nevada,$16,Regular,YoY % +/-
541,$40,$70,$40,$110,$50,28.21%,True,6.36%,106.36%,YTD by Month,Variance from Plan,6/1/2013,397,$68,Small Market,West,$16,1,Beans,Espresso,Caffe Mocha,$33,$117,Oregon,$41,Regular,YoY % +/-
801,$40,$60,$40,$100,$48,43.64%,True,10.00%,110.00%,YTD by Month,Variance from Plan,6/1/2013,593,$63,Small Market,West,$15,1,Beans,Espresso,Caffe Mocha,$48,$110,Utah,$26,Regular,YoY % +/-
360,$50,$70,$20,$120,$59,18.94%,True,10.00%,110.00%,YTD by Month,Variance from Plan,6/1/2013,377,$74,Small Market,West,$22,1,Beans,Espresso,Caffe Mocha,$25,$132,Washington,$52,Regular,YoY % +/-
563,$230,$320,$230,$550,$272,53.03%,True,14.18%,114.18%,YTD by Month,Variance from Plan,6/1/2013,"1,616",$362,Small Market,Central,$89,1,Leaves,Herbal Tea,Chamomile,$333,$628,Iowa,$113,Decaf,YoY % +/-
816,$40,$70,$20,$110,$52,-4.84%,True,12.73%,112.73%,YTD by Month,Variance from Plan,6/1/2013,313,$73,Small Market,Central,$47,1,Leaves,Herbal Tea,Chamomile,($6),$124,Missouri,$72,Decaf,YoY % +/-
414,$40,$70,$50,$110,$47,44.35%,True,12.73%,112.73%,YTD by Month,Variance from Plan,6/1/2013,371,$78,Small Market,Central,$14,1,Leaves,Herbal Tea,Chamomile,$55,$124,Wisconsin,$35,Decaf,YoY % +/-
712,$120,$180,$140,$300,$141,54.97%,True,14.00%,114.00%,YTD by Month,Variance from Plan,6/1/2013,764,$204,Small Market,Central,$45,1,Leaves,Herbal Tea,Lemon,$188,$342,Iowa,$63,Decaf,YoY % +/-
314,$90,$30,$0,$120,$116,-32.86%,True,16.67%,116.67%,YTD by Month,Variance from Plan,6/1/2013,"1,142",$25,Small Market,Central,$35,1,Leaves,Herbal Tea,Lemon,($46),$140,Missouri,$54,Decaf,YoY % +/-
715,$50,$70,$60,$120,$59,55.94%,True,19.17%,119.17%,YTD by Month,Variance from Plan,6/1/2013,842,$85,Small Market,Central,$16,1,Leaves,Herbal Tea,Lemon,$80,$143,Wisconsin,$25,Decaf,YoY % +/-
860,$50,$80,$40,$130,$76,26.35%,True,28.46%,128.46%,YTD by Month,Variance from Plan,6/1/2013,580,$93,Small Market,East,$28,1,Leaves,Herbal Tea,Lemon,$44,$167,Connecticut,$57,Decaf,YoY % +/-
603,$20,$40,$10,$60,$36,0.00%,True,35.00%,135.00%,YTD by Month,Variance from Plan,6/1/2013,236,$46,Small Market,East,$13,1,Leaves,Herbal Tea,Lemon,$0,$81,New Hampshire,$43,Decaf,YoY % +/-
959,$40,$70,$50,$110,$65,35.46%,True,28.18%,128.18%,YTD by Month,Variance from Plan,6/1/2013,"1,042",$77,Small Market,East,$20,1,Leaves,Herbal Tea,Mint,$50,$141,Connecticut,$38,Decaf,YoY % +/-
337,$40,$60,$40,$100,$48,45.45%,True,10.00%,110.00%,YTD by Month,Variance from Plan,6/1/2013,593,$63,Small Market,South,$15,1,Leaves,Herbal Tea,Chamomile,$50,$110,Louisiana,$25,Decaf,YoY % +/-
505,$20,$30,$20,$50,$23,43.86%,True,14.00%,114.00%,YTD by Month,Variance from Plan,6/1/2013,843,$35,Small Market,South,$6,1,Leaves,Herbal Tea,Chamomile,$25,$57,New Mexico,$16,Decaf,YoY % +/-
580,$50,$80,$30,$130,$59,19.70%,True,1.54%,101.54%,YTD by Month,Variance from Plan,6/1/2013,377,$74,Small Market,South,$22,1,Leaves,Herbal Tea,Chamomile,$26,$132,Oklahoma,$51,Decaf,YoY % +/-
318,$70,$90,$40,$160,$76,26.35%,True,4.38%,104.38%,YTD by Month,Variance from Plan,6/1/2013,580,$93,Small Market,South,$28,1,Leaves,Herbal Tea,Lemon,$44,$167,Louisiana,$57,Decaf,YoY % +/-
505,$30,$30,$10,$60,$32,15.94%,True,15.00%,115.00%,YTD by Month,Variance from Plan,6/1/2013,996,$38,Small Market,South,$9,1,Leaves,Herbal Tea,Lemon,$11,$69,New Mexico,$28,Decaf,YoY % +/-
918,$100,$150,$40,$250,$110,13.36%,True,4.80%,104.80%,YTD by Month,Variance from Plan,6/1/2013,665,$154,Small Market,South,$100,1,Leaves,Herbal Tea,Lemon,$35,$262,Oklahoma,$120,Decaf,YoY % +/-
775,$120,$180,$50,$300,$144,14.91%,True,14.00%,114.00%,YTD by Month,Variance from Plan,6/1/2013,874,$201,Small Market,West,$131,1,Leaves,Herbal Tea,Chamomile,$51,$342,Nevada,$153,Decaf,YoY % +/-
541,$20,$40,$40,$60,$28,44.12%,True,13.33%,113.33%,YTD by Month,Variance from Plan,6/1/2013,816,$41,Small Market,West,$7,1,Leaves,Herbal Tea,Chamomile,$30,$68,Oregon,$18,Decaf,YoY % +/-
435,$40,$80,$50,$120,$56,42.34%,True,14.17%,114.17%,YTD by Month,Variance from Plan,6/1/2013,302,$82,Small Market,West,$17,1,Leaves,Herbal Tea,Chamomile,$58,$137,Utah,$37,Decaf,YoY % +/-
253,$70,$130,$90,$200,$92,47.39%,True,15.00%,115.00%,YTD by Month,Variance from Plan,6/1/2013,"1,102",$140,Small Market,West,$30,1,Leaves,Herbal Tea,Chamomile,$109,$230,Washington,$57,Decaf,YoY % +/-
702,$170,$250,$170,$420,$200,48.31%,True,12.86%,112.86%,YTD by Month,Variance from Plan,6/1/2013,"1,095",$278,Small Market,West,$66,1,Leaves,Herbal Tea,Lemon,$229,$474,Nevada,$104,Decaf,YoY % +/-
503,$30,$50,$30,$80,$43,41.84%,True,22.50%,122.50%,YTD by Month,Variance from Plan,6/1/2013,597,$56,Small Market,West,$14,1,Leaves,Herbal Tea,Lemon,$41,$98,Oregon,$24,Decaf,YoY % +/-
801,$50,$80,$50,$130,$62,37.42%,True,19.23%,119.23%,YTD by Month,Variance from Plan,6/1/2013,436,$94,Small Market,West,$20,1,Leaves,Herbal Tea,Lemon,$58,$155,Utah,$48,Decaf,YoY % +/-
253,$30,$60,$50,$90,$43,51.89%,True,17.78%,117.78%,YTD by Month,Variance from Plan,6/1/2013,822,$64,Small Market,West,$12,1,Leaves,Herbal Tea,Lemon,$55,$106,Washington,$22,Decaf,YoY % +/-
775,$120,$180,$130,$300,$141,54.97%,True,14.00%,114.00%,YTD by Month,Variance from Plan,6/1/2013,764,$204,Small Market,West,$45,1,Leaves,Herbal Tea,Mint,$188,$342,Nevada,$63,Decaf,YoY % +/-
435,$90,$30,($10),$120,$116,-32.86%,True,16.67%,116.67%,YTD by Month,Variance from Plan,6/1/2013,"1,142",$25,Small Market,West,$35,1,Leaves,Herbal Tea,Mint,($46),$140,Utah,$54,Decaf,YoY % +/-
563,$220,$230,$150,$450,$260,43.80%,True,14.67%,114.67%,YTD by Month,Variance from Plan,6/1/2013,"1,715",$261,Small Market,Central,$72,1,Leaves,Tea,Darjeeling,$226,$516,Iowa,$90,Regular,YoY % +/-
816,$30,$50,$20,$80,$41,20.00%,True,18.75%,118.75%,YTD by Month,Variance from Plan,6/1/2013,239,$55,Small Market,Central,$13,1,Leaves,Tea,Darjeeling,$19,$95,Missouri,$38,Regular,YoY % +/-
262,$30,$50,$20,$80,$40,33.67%,True,22.50%,122.50%,YTD by Month,Variance from Plan,6/1/2013,443,$59,Small Market,Central,$12,1,Leaves,Tea,Darjeeling,$33,$98,Wisconsin,$33,Regular,YoY % +/-
515,$230,$300,$180,$530,$271,45.48%,True,12.83%,112.83%,YTD by Month,Variance from Plan,6/1/2013,"1,714",$332,Small Market,Central,$102,1,Leaves,Tea,Earl Grey,$272,$598,Iowa,$126,Regular,YoY % +/-
660,$30,$30,($10),$60,$35,-5.19%,True,28.33%,128.33%,YTD by Month,Variance from Plan,6/1/2013,204,$43,Small Market,Central,$13,1,Leaves,Tea,Earl Grey,($4),$77,Missouri,$43,Regular,YoY % +/-
414,$40,$70,$10,$110,$53,-2.36%,True,15.45%,115.45%,YTD by Month,Variance from Plan,6/1/2013,597,$75,Small Market,Central,$48,1,Leaves,Tea,Earl Grey,($3),$127,Wisconsin,$72,Regular,YoY % +/-
816,$30,$40,$0,$70,$36,0.00%,True,15.71%,115.71%,YTD by Month,Variance from Plan,6/1/2013,236,$46,Small Market,Central,$13,1,Leaves,Tea,Green Tea,$0,$81,Missouri,$43,Regular,YoY % +/-
203,$30,$60,$40,$90,$37,50.55%,True,1.11%,101.11%,YTD by Month,Variance from Plan,6/1/2013,876,$55,Small Market,East,$10,1,Leaves,Tea,Darjeeling,$46,$91,Connecticut,$20,Regular,YoY % +/-
603,$20,$40,$30,$60,$23,40.35%,True,-5.00%,95.00%,YTD by Month,Variance from Plan,6/1/2013,843,$35,Small Market,East,$6,1,Leaves,Tea,Darjeeling,$23,$57,New Hampshire,$17,Regular,YoY % +/-
475,$20,$30,$20,$50,$20,41.18%,True,2.00%,102.00%,YTD by Month,Variance from Plan,6/1/2013,804,$31,Small Market,East,$5,1,Leaves,Tea,Green Tea,$21,$51,Connecticut,$15,Regular,YoY % +/-
603,$0,$40,$30,$40,$0,102.33%,True,7.50%,107.50%,YTD by Month,Variance from Plan,6/1/2013,602,$43,Small Market,East,$0,1,Leaves,Tea,Green Tea,$44,$43,New Hampshire,$10,Regular,YoY % +/-
702,$170,$260,$190,$430,$272,53.03%,True,46.05%,146.05%,YTD by Month,Variance from Plan,6/1/2013,"1,616",$362,Small Market,West,$89,1,Leaves,Tea,Darjeeling,$333,$628,Nevada,$113,Regular,YoY % +/-
971,$10,$10,$10,$20,$18,27.27%,True,120.00%,220.00%,YTD by Month,Variance from Plan,6/1/2013,478,$26,Small Market,West,$5,1,Leaves,Tea,Darjeeling,$12,$44,Oregon,$16,Regular,YoY % +/-
435,$30,$50,$0,$80,$52,-3.23%,True,55.00%,155.00%,YTD by Month,Variance from Plan,6/1/2013,313,$73,Small Market,West,$47,1,Leaves,Tea,Darjeeling,($4),$124,Utah,$71,Regular,YoY % +/-
206,$30,$50,$30,$80,$47,45.97%,True,55.00%,155.00%,YTD by Month,Variance from Plan,6/1/2013,371,$78,Small Market,West,$14,1,Leaves,Tea,Darjeeling,$57,$124,Washington,$34,Regular,YoY % +/-
775,$170,$180,$120,$350,$260,44.19%,True,47.43%,147.43%,YTD by Month,Variance from Plan,6/1/2013,"1,715",$261,Small Market,West,$72,1,Leaves,Tea,Earl Grey,$228,$516,Nevada,$89,Regular,YoY % +/-
503,$70,$110,$70,$180,$111,50.00%,True,53.33%,153.33%,YTD by Month,Variance from Plan,6/1/2013,767,$167,Small Market,West,$36,1,Leaves,Tea,Earl Grey,$138,$276,Oregon,$62,Regular,YoY % +/-
435,$20,$40,$20,$60,$41,20.00%,True,58.33%,158.33%,YTD by Month,Variance from Plan,6/1/2013,239,$55,Small Market,West,$13,1,Leaves,Tea,Earl Grey,$19,$95,Utah,$38,Regular,YoY % +/-
206,$20,$40,$20,$60,$40,33.67%,True,63.33%,163.33%,YTD by Month,Variance from Plan,6/1/2013,443,$59,Small Market,West,$12,1,Leaves,Tea,Earl Grey,$33,$98,Washington,$33,Regular,YoY % +/-
775,$170,($170),($250),$0,$271,-1375.68%,True,,,YTD by Month,Variance from Plan,6/1/2013,"4,507",($271),Small Market,West,$102,1,Leaves,Tea,Green Tea,($509),$37,Nevada,$126,Regular,YoY % +/-
503,$70,$120,$80,$190,$118,51.97%,True,46.84%,146.84%,YTD by Month,Variance from Plan,6/1/2013,636,$164,Small Market,West,$36,1,Leaves,Tea,Green Tea,$145,$279,Oregon,$55,Regular,YoY % +/-
435,$20,$30,$10,$50,$35,-5.19%,True,54.00%,154.00%,YTD by Month,Variance from Plan,6/1/2013,204,$43,Small Market,West,$13,1,Leaves,Tea,Green Tea,($4),$77,Utah,$43,Regular,YoY % +/-
509,$30,$50,$0,$80,$53,-3.15%,True,58.75%,158.75%,YTD by Month,Variance from Plan,6/1/2013,597,$75,Small Market,West,$48,1,Leaves,Tea,Green Tea,($4),$127,Washington,$73,Regular,YoY % +/-
303,$130,$190,$150,$320,$127,62.14%,True,-3.44%,96.56%,YTD by Month,Variance from Plan,7/1/2013,"1,007",$185,Major Market,Central,$35,1,Beans,Coffee,Decaf Irish Cream,$192,$309,Colorado,$43,Decaf,YoY % +/-
847,$160,$230,$170,$390,$154,55.50%,True,-4.36%,95.64%,YTD by Month,Variance from Plan,7/1/2013,833,$222,Major Market,Central,$49,1,Beans,Coffee,Decaf Irish Cream,$207,$373,Illinois,$67,Decaf,YoY % +/-
567,$40,$50,$0,$90,$39,-12.77%,True,4.44%,104.44%,YTD by Month,Variance from Plan,7/1/2013,517,$56,Major Market,Central,$36,1,Beans,Coffee,Decaf Irish Cream,($12),$94,Ohio,$60,Decaf,YoY % +/-
303,$60,$90,$50,$150,$52,33.08%,True,-13.33%,86.67%,YTD by Month,Variance from Plan,7/1/2013,668,$79,Major Market,Central,$17,1,Beans,Espresso,Decaf Espresso,$43,$130,Colorado,$45,Decaf,YoY % +/-
815,$300,$320,$220,$620,$266,44.02%,True,-15.00%,85.00%,YTD by Month,Variance from Plan,7/1/2013,"1,819",$266,Major Market,Central,$74,1,Beans,Espresso,Decaf Espresso,$232,$527,Illinois,$91,Decaf,YoY % +/-
614,$50,$80,$30,$130,$51,13.16%,True,-12.31%,87.69%,YTD by Month,Variance from Plan,7/1/2013,419,$64,Major Market,Central,$19,1,Beans,Espresso,Decaf Espresso,$15,$114,Ohio,$49,Decaf,YoY % +/-
754,$130,$180,$130,$310,$141,53.45%,True,7.42%,107.42%,YTD by Month,Variance from Plan,7/1/2013,692,$195,Major Market,East,$43,1,Beans,Coffee,Decaf Irish Cream,$178,$333,Florida,$61,Decaf,YoY % +/-
754,$90,$130,$80,$220,$97,43.56%,True,2.27%,102.27%,YTD by Month,Variance from Plan,7/1/2013,575,$130,Major Market,East,$32,1,Beans,Espresso,Decaf Espresso,$98,$225,Florida,$55,Decaf,YoY % +/-
806,$100,$140,$110,$240,$87,49.75%,True,-17.92%,82.08%,YTD by Month,Variance from Plan,7/1/2013,564,$112,Major Market,South,$28,1,Beans,Coffee,Decaf Irish Cream,$98,$197,Texas,$38,Decaf,YoY % +/-
254,$80,$110,$90,$190,$94,59.21%,True,20.00%,120.00%,YTD by Month,Variance from Plan,7/1/2013,608,$136,Major Market,South,$26,1,Beans,Espresso,Decaf Espresso,$135,$228,Texas,$35,Decaf,YoY % +/-
909,$290,($40),($150),$250,$238,-108.50%,True,-20.00%,80.00%,YTD by Month,Variance from Plan,7/1/2013,"2,797",($36),Major Market,West,$78,1,Beans,Coffee,Decaf Irish Cream,($217),$200,California,$113,Decaf,YoY % +/-
562,$270,$380,$260,$650,$291,53.13%,True,3.38%,103.38%,YTD by Month,Variance from Plan,7/1/2013,"1,742",$387,Major Market,West,$96,1,Beans,Espresso,Decaf Espresso,$357,$672,California,$119,Decaf,YoY % +/-
720,$110,$150,$120,$260,$104,60.24%,True,-2.31%,97.69%,YTD by Month,Variance from Plan,7/1/2013,952,$152,Major Market,Central,$29,1,Beans,Coffee,Amaretto,$153,$254,Colorado,$38,Regular,YoY % +/-
513,$40,$70,$40,$110,$47,25.69%,True,-0.91%,99.09%,YTD by Month,Variance from Plan,7/1/2013,420,$63,Major Market,Central,$15,1,Beans,Coffee,Amaretto,$28,$109,Ohio,$40,Regular,YoY % +/-
303,$90,$110,$80,$200,$87,49.75%,True,-1.50%,98.50%,YTD by Month,Variance from Plan,7/1/2013,564,$112,Major Market,Central,$28,1,Beans,Coffee,Colombian,$98,$197,Colorado,$38,Regular,YoY % +/-
815,$250,$340,$230,$590,$238,51.07%,True,-4.75%,95.25%,YTD by Month,Variance from Plan,7/1/2013,"1,190",$329,Major Market,Central,$78,1,Beans,Coffee,Colombian,$287,$562,Illinois,$113,Regular,YoY % +/-
234,$30,$50,$30,$80,$34,29.76%,True,5.00%,105.00%,YTD by Month,Variance from Plan,7/1/2013,432,$51,Major Market,Central,$10,1,Beans,Coffee,Colombian,$25,$84,Ohio,$31,Regular,YoY % +/-
720,$100,$170,$140,$270,$94,59.21%,True,-15.56%,84.44%,YTD by Month,Variance from Plan,7/1/2013,608,$136,Major Market,Central,$26,1,Beans,Espresso,Caffe Mocha,$135,$228,Colorado,$35,Regular,YoY % +/-
630,$330,$470,$340,$800,$291,53.13%,True,-16.00%,84.00%,YTD by Month,Variance from Plan,7/1/2013,"1,742",$387,Major Market,Central,$96,1,Beans,Espresso,Caffe Mocha,$357,$672,Illinois,$119,Regular,YoY % +/-
216,$160,$180,$120,$340,$145,38.89%,True,-15.29%,84.71%,YTD by Month,Variance from Plan,7/1/2013,"1,304",$146,Major Market,Central,$40,1,Beans,Espresso,Caffe Mocha,$112,$288,Ohio,$60,Regular,YoY % +/-
305,$100,$170,$120,$270,$114,50.88%,True,4.81%,104.81%,YTD by Month,Variance from Plan,7/1/2013,822,$172,Major Market,East,$37,1,Beans,Coffee,Colombian,$144,$283,Florida,$63,Regular,YoY % +/-
978,$40,$590,$560,$630,$52,118.06%,True,4.60%,104.60%,YTD by Month,Variance from Plan,7/1/2013,"-1,493",$613,Major Market,East,$17,1,Beans,Coffee,Colombian,$778,$659,Massachusetts,$46,Regular,YoY % +/-
716,$340,$520,$370,$860,$364,56.53%,True,5.12%,105.12%,YTD by Month,Variance from Plan,7/1/2013,"2,654",$548,Major Market,East,$127,1,Beans,Coffee,Colombian,$511,$904,New York,$166,Regular,YoY % +/-
239,$110,$180,$60,$290,$124,14.97%,True,1.38%,101.38%,YTD by Month,Variance from Plan,7/1/2013,717,$173,Major Market,East,$112,1,Beans,Espresso,Caffe Mocha,$44,$294,Florida,$131,Regular,YoY % +/-
413,$30,$70,$20,$100,$39,9.09%,True,10.00%,110.00%,YTD by Month,Variance from Plan,7/1/2013,560,$72,Major Market,East,$36,1,Beans,Espresso,Caffe Mocha,$10,$110,Massachusetts,$60,Regular,YoY % +/-
347,$150,($80),($240),$70,$162,-482.89%,True,8.57%,108.57%,YTD by Month,Variance from Plan,7/1/2013,"2,321",($85),Major Market,East,$147,1,Beans,Espresso,Caffe Mocha,($367),$76,New York,$168,Regular,YoY % +/-
339,$130,$150,$100,$280,$145,38.89%,True,2.86%,102.86%,YTD by Month,Variance from Plan,7/1/2013,"1,304",$146,Major Market,East,$40,1,Beans,Espresso,Regular Espresso,$112,$288,Massachusetts,$60,Regular,YoY % +/-
631,$250,$280,$190,$530,$266,46.40%,True,2.08%,102.08%,YTD by Month,Variance from Plan,7/1/2013,"1,355",$280,Major Market,East,$74,1,Beans,Espresso,Regular Espresso,$251,$541,New York,$91,Regular,YoY % +/-
972,$320,$380,$290,$700,$260,50.53%,True,-19.71%,80.29%,YTD by Month,Variance from Plan,7/1/2013,"1,319",$307,Major Market,South,$80,1,Beans,Coffee,Colombian,$284,$562,Texas,$94,Regular,YoY % +/-
682,$40,$70,$40,$110,$52,31.54%,True,18.18%,118.18%,YTD by Month,Variance from Plan,7/1/2013,-456,$79,Major Market,South,$17,1,Beans,Espresso,Caffe Latte,$41,$130,Texas,$46,Regular,YoY % +/-
979,$80,$140,$120,$220,$104,61.02%,True,15.45%,115.45%,YTD by Month,Variance from Plan,7/1/2013,952,$152,Major Market,South,$29,1,Beans,Espresso,Caffe Mocha,$155,$254,Texas,$37,Regular,YoY % +/-
661,$190,($90),($150),$100,$154,-220.93%,True,-14.00%,86.00%,YTD by Month,Variance from Plan,7/1/2013,"1,832",($67),Major Market,West,$49,1,Beans,Coffee,Amaretto,($190),$86,California,$66,Regular,YoY % +/-
650,$450,$690,$530,"$1,140",$364,56.53%,True,-20.70%,79.30%,YTD by Month,Variance from Plan,7/1/2013,"2,654",$548,Major Market,West,$127,1,Beans,Coffee,Colombian,$511,$904,California,$166,Regular,YoY % +/-
213,$250,$260,$170,$510,$266,43.64%,True,3.33%,103.33%,YTD by Month,Variance from Plan,7/1/2013,"1,819",$266,Major Market,West,$74,1,Beans,Espresso,Caffe Latte,$230,$527,California,$92,Regular,YoY % +/-
408,$150,$220,$60,$370,$162,16.15%,True,3.78%,103.78%,YTD by Month,Variance from Plan,7/1/2013,943,$225,Major Market,West,$147,1,Beans,Espresso,Caffe Mocha,$62,$384,California,$167,Regular,YoY % +/-
719,$120,$130,$80,$250,$145,38.89%,True,15.20%,115.20%,YTD by Month,Variance from Plan,7/1/2013,"1,304",$146,Major Market,Central,$40,1,Leaves,Herbal Tea,Chamomile,$112,$288,Colorado,$60,Decaf,YoY % +/-
708,$80,$140,$120,$220,$104,60.24%,True,15.45%,115.45%,YTD by Month,Variance from Plan,7/1/2013,952,$152,Major Market,Central,$29,1,Leaves,Herbal Tea,Chamomile,$153,$254,Illinois,$38,Decaf,YoY % +/-
513,$10,$20,$20,$30,$18,27.27%,True,46.67%,146.67%,YTD by Month,Variance from Plan,7/1/2013,486,$26,Major Market,Central,$5,1,Leaves,Herbal Tea,Chamomile,$12,$44,Ohio,$16,Decaf,YoY % +/-
303,$30,$50,$0,$80,$39,-14.89%,True,17.50%,117.50%,YTD by Month,Variance from Plan,7/1/2013,517,$56,Major Market,Central,$36,1,Leaves,Herbal Tea,Lemon,($14),$94,Colorado,$61,Decaf,YoY % +/-
773,$70,$100,$70,$170,$87,50.25%,True,15.88%,115.88%,YTD by Month,Variance from Plan,7/1/2013,564,$112,Major Market,Central,$28,1,Leaves,Herbal Tea,Lemon,$99,$197,Illinois,$37,Decaf,YoY % +/-
937,$10,$40,$40,$50,$23,39.29%,True,12.00%,112.00%,YTD by Month,Variance from Plan,7/1/2013,868,$34,Major Market,Central,$6,1,Leaves,Herbal Tea,Lemon,$22,$56,Ohio,$17,Decaf,YoY % +/-
720,$40,$50,$20,$90,$47,26.61%,True,21.11%,121.11%,YTD by Month,Variance from Plan,7/1/2013,420,$63,Major Market,Central,$15,1,Leaves,Herbal Tea,Mint,$29,$109,Colorado,$39,Decaf,YoY % +/-
312,$100,$170,$150,$270,$127,62.14%,True,14.44%,114.44%,YTD by Month,Variance from Plan,7/1/2013,"1,007",$185,Major Market,Central,$35,1,Leaves,Herbal Tea,Mint,$192,$309,Illinois,$43,Decaf,YoY % +/-
352,$30,$50,$30,$80,$50,43.86%,True,42.50%,142.50%,YTD by Month,Variance from Plan,7/1/2013,587,$65,Major Market,East,$16,1,Leaves,Herbal Tea,Chamomile,$50,$114,Florida,$27,Decaf,YoY % +/-
352,$40,$60,$30,$100,$59,19.70%,True,32.00%,132.00%,YTD by Month,Variance from Plan,7/1/2013,403,$74,Major Market,East,$22,1,Leaves,Herbal Tea,Lemon,$26,$132,Florida,$51,Decaf,YoY % +/-
774,$30,$50,$20,$80,$51,13.16%,True,42.50%,142.50%,YTD by Month,Variance from Plan,7/1/2013,419,$64,Major Market,East,$19,1,Leaves,Herbal Tea,Lemon,$15,$114,Massachusetts,$49,Decaf,YoY % +/-
516,$200,$410,$310,$610,$270,68.19%,True,28.85%,128.85%,YTD by Month,Variance from Plan,7/1/2013,"1,781",$523,Major Market,East,$102,1,Leaves,Herbal Tea,Lemon,$536,$786,New York,$126,Decaf,YoY % +/-
239,$60,$80,$50,$140,$86,40.64%,True,33.57%,133.57%,YTD by Month,Variance from Plan,7/1/2013,"1,081",$103,Major Market,East,$26,1,Leaves,Herbal Tea,Mint,$76,$187,Florida,$45,Decaf,YoY % +/-
